CHDH	9.49654392062518e-05
CACNA1D	0.000160296616766507
GNG2	0.000603509069597549
HMGA2	0.000638869517269774
PTK2	0.000683364298548686
CYP2S1	0.000991133887115811
ADCY2	0.00133499656069148
AADAT	0.00177604964406511
IFIT1	0.00291287340340562
NR5A2	0.00388859143904223
PTPRM	0.00396553870199052
CCL28	0.00661478814792385
OPTN	0.0068078317337286
CYP46A1	0.00783042326801489
TBC1D4	0.00783042326801489
DSG2	0.0101690040050377
GSTM1	0.0107419392088521
ME3	0.0117811747779881
DDO	0.0117811747779881
GLI2	0.0204075509396828
LRP6	0.0251041623712348
CERS1	0.0251041623712348
ARG2	0.0251041623712348
AR	0.0251041623712348
HPGDS	0.0259281718188881
TP63	0.0291861286905019
FGF16	0.029279262554649
PLA2G4C	0.0313261261942594
GSTM5	0.0334447850848334
BMP2	0.0343560994054871
MECOM	0.0375574848457709
IL12RB2	0.04134030215604
MRC1	0.046582744608786
CHRM3	0.0468513387559731
HTR1F	0.0471102064552584
JAK2	0.0473985473414042
