EPHA3	1e-13
SLCO1B1	1.11728700480729e-06
C1QB	4.61113759619495e-05
SLC44A3	4.90601904094691e-05
IP6K1	0.000124134435603178
RICTOR	0.000157310676165832
C1QA	0.000207067664326971
TKTL1	0.000310212518124524
VCAM1	0.000313087432984184
POLK	0.000343579515252966
LAMB3	0.000377868389782786
CSF1R	0.000393331003223339
AK5	0.000393331003223339
MRC1	0.000461285460361713
WNT8A	0.000549926267785853
C1QC	0.000549926267785853
JUNB	0.000549926267785853
ABCA1	0.000573747194661784
ST3GAL1	0.000679525154077666
ARHGEF7	0.000840877528721865
PKN2	0.00111638282045606
ATG2B	0.00112958123051937
CTU2	0.00114791174987286
L1CAM	0.00131639011622949
MDH2	0.00133103619730978
SLC8A1	0.00137239641347128
FMR1	0.00139676401141703
IRF9	0.00141194407318551
MOB1B	0.00149011710172151
CAD	0.00157807491264003
PMVK	0.00164910382306292
STX8	0.00184853181061987
AFMID	0.00187739465318076
EIF2B3	0.00233325164324066
COX10	0.00244563734925338
BLNK	0.00265343894847684
FZD3	0.00265343894847684
CALM3	0.00271296936297447
SMAD3	0.00274579784741283
FABP4	0.00288261193337802
QDPR	0.00300740848725454
KCNQ1	0.00305823044756232
MAPK14	0.00306302575134471
PLAT	0.00345315730779307
PIK3CA	0.00362764668997103
LAMTOR2	0.00362764668997103
CASP8	0.00367544159716034
MAPK8	0.00371777702643901
KYAT1	0.00399997990701317
ANAPC11	0.00451056200128035
FCGR1A	0.00453425343708103
DYNC1LI2	0.0049512974806442
SNUPN	0.00512485847062432
CBLB	0.00538296792140744
TLR5	0.00551090856973886
SLC27A4	0.0055224715230475
POLD1	0.00561277147422477
NDUFA3	0.00566452531306501
ME2	0.0056671122549254
PFN1	0.00590267640873775
ITGB8	0.00596621441001354
SEMA3B	0.00596621441001354
NAGA	0.00596621441001354
ENTPD4	0.00596621441001354
DDX39B	0.00638114323665149
IL11	0.00641076153239721
DGLUCY	0.00665203077600234
PPT1	0.00670952787533267
CNGA4	0.00688827651121273
A2M	0.00690859670235089
CTSC	0.00690859670235089
HIST1H3A	0.00705017542685837
IMPA2	0.00713627410913912
MTHFD1	0.00726486988272878
RAC1	0.00726486988272878
PIGK	0.00729419994377372
HTR2C	0.00731580651393537
SHMT1	0.00745445019906579
NQO1	0.00747684348305795
CYP2A6	0.00747684348305795
RGPD3	0.00757996425820731
CTSV	0.00761880431383303
C5	0.00765848211283622
RB1CC1	0.00779251003811888
CD47	0.00779251003811888
ACOX3	0.00781599840182634
NNMT	0.00789673176366581
AGXT	0.00795640066996224
TLR7	0.00825375733141052
PSPH	0.00854252641891439
DCXR	0.00865262377425068
DPAGT1	0.00865262377425068
NR5A2	0.00885200267486208
UBXN6	0.00892429855325593
ILK	0.00905028706750669
PPP2R3A	0.00906063172036218
THY1	0.00953460217874997
CAMK2A	0.00966916260892865
GABRA2	0.00969107904610117
INSL5	0.00983592991265991
MAP4K3	0.00985449371552511
HIST1H3G	0.00991373605669097
EML4	0.0100093066603972
PCBD1	0.0102180780803856
NLGN3	0.0102886867372689
CTSS	0.0103592748744926
ALG12	0.0105251165448842
HIST1H3C	0.0107444278046505
IGH	0.0109162188078616
GAS6	0.0116158648607401
B4GAT1	0.0117342845929145
GNPDA1	0.0117342845929145
CYP46A1	0.0119153720473316
ERO1B	0.0119312313595201
RAD1	0.0119894292989611
ATP5G1	0.0119894292989611
TUBA1B	0.0120974401793291
SLC22A3	0.0122717652157322
TAOK3	0.0122717652157322
NGFR	0.0124512634614414
BRAF	0.0124827320453178
IGF2	0.0126590117522331
NPR1	0.0126590117522331
FLT4	0.0126590117522331
MED14	0.0126837113333689
PLD4	0.0128835643765979
TNC	0.0128835643765979
BMPR1B	0.0129834097464172
GOT2	0.0130310257621729
SMAD4	0.0132124406892479
ATP2B1	0.0132243093356336
RPS6KA4	0.0132297654826733
AXL	0.0134816987776721
CCR2	0.0136038120643639
CPEB3	0.0136584080925335
TNFRSF4	0.0136692069846214
LGMN	0.0138535571119434
IL33	0.0139496905458414
PIGU	0.0140187680018885
GNRH1	0.0141757866105403
ITCH	0.0141757866105403
PEMT	0.0142446123368873
TREM2	0.0142629892714749
ABLIM3	0.0143589952159594
GATB	0.0145385192224784
EXOC7	0.0150424249858547
HIST1H2AL	0.0152380356301046
DHODH	0.0153354127516634
DCN	0.015364673182423
CALML4	0.015718183052834
AREG	0.0157264517192744
SRM	0.0158960018535118
VAMP8	0.0162933439215048
CACNA2D3	0.0162933439215048
FNIP1	0.0163510250052554
RAF1	0.0166544647213581
USP8	0.0168556041164303
PIGN	0.0169943885473938
DHRS4	0.0170191425421734
RGPD8	0.017453950898173
NFE2L2	0.0175211935491606
F2	0.0181193699583188
HDAC9	0.0182352344463602
ACYP1	0.018454853609481
NAIP	0.0187203456026642
CCL7	0.0189638994578495
NME1	0.0192521579912267
GALK1	0.0196442219589104
ALDH6A1	0.0204844894655783
TNFSF13	0.0205348065992267
NDUFB3	0.0207088751290187
PDE7B	0.0209871246636628
CCL18	0.0212590900321269
POU5F1	0.0213093687714063
RASGRP1	0.0213821336713474
ALOX15	0.0213821336713474
CAMK1G	0.0220997137085434
DICER1	0.0220997137085434
ACLY	0.0220997137085434
CASP5	0.0220997137085434
REN	0.0225402250028885
SDC2	0.0225491337523258
DHRS4L2	0.0225683635963057
CALY	0.0229350664726029
CTSZ	0.0229802288773169
FAAP100	0.0233627078460149
EPHB2	0.0233627078460149
HMOX2	0.0233812998699806
PPARD	0.0238655900497014
TRPV4	0.0241735880804598
LAT	0.0241735880804598
MGST2	0.024231006607766
GRM3	0.024231006607766
CSNK1D	0.0246153046627403
ADRA1D	0.024654766916112
PPP5C	0.0251160626770175
IGHV4-4	0.0254890006664303
NDUFB10	0.025515399457167
RASSF4	0.0262910718040209
ARID2	0.0262970524623018
C1GALT1C1	0.0264934663033391
LILRB5	0.0265250284701309
PIK3C2A	0.0270940522008579
CD209	0.0271044489310068
PPARGC1B	0.0275602669953492
HIST1H3B	0.0283526953563393
RBPJ	0.0287735107381032
PTGFR	0.0289576384246758
ID4	0.0290486438287211
TKFC	0.0294443630461861
CASP1	0.0297401385972677
HSPA8	0.0299596117650667
